,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12
0,0.04034601931833981,0.5111030866900542,0.028501380929072284,0.0595519540101761,0.3763414581904063,0.06177906973480196,0.3854696266163501,0.24175051590943641,0.18777029710908766,0.40467983148626285,0.11990390563125708,0.3496393671192708
1,0.2576636601396014,0.03794712793202304,0.47077049773688684,0.3371767577949101,0.14922541078746843,0.36907371361201013,0.12530927476996467,0.5077097371663268,0.17084296045450453,0.2425143053432267,0.012864384971232545,0.11341351631606689
2,0.18486569302857536,0.1106771420874294,0.2448284862515553,0.4811912733468997,0.133892257457788,0.05476600641281504,0.14330079082170677,0.020105435594760857,0.5302623728045532,0.04033230509686614,0.3045963918397293,0.3429433065367474
3,0.5664389067194391,0.21724326162876628,0.0867642579483564,0.39896722955216035,0.18649399295063285,0.24604163942624535,0.24217309562868283,0.19528031198291396,0.1513025272455666,0.33468944470655704,0.3187634451541379,0.11064007873211323
4,0.15303437429736655,0.16441056500834805,0.2092309702612012,0.3137700242828332,0.5676375024117826,0.2845474648945978,0.2885983875136586,0.04580944296231371,0.4768920632834285,0.25503497698079114,0.032931308529110304,0.11572136174760228
5,0.03681881118574426,0.0573944498382124,0.11629181839711622,0.35945575006201336,0.2129186987157894,0.6612220385895442,0.2890192387148167,0.32469518486915583,0.0464053375854927,0.06842005757614122,0.25368171614456303,0.2266406371697317
6,0.5122585782471332,0.03951112464449147,0.4694516075957137,0.0090952935851919,0.203223018965217,0.37454723062787354,0.10857741126191067,0.011566317339263166,0.3305782802811785,0.12797172352883124,0.043113913751886335,0.2552800595357685
7,0.15399692095512152,0.21079796792613414,0.3871430131488748,0.11946633929219197,0.14569379938564508,0.1589170742853897,0.3838652740270927,0.0800661029090155,0.24191387326638547,0.18399720882738457,0.070413029482296,0.2761870056927933
8,0.19611754483606136,0.3928953600836754,0.6144532133362656,0.23449923578847842,0.01506564464936122,0.3197249740430359,0.07695455033037224,0.09058413302344703,0.362068635781828,0.26552549993083574,0.03232907212466296,0.190437563750528
9,0.5576768531840756,0.22719772133234006,0.0897521960723483,0.14404111522903595,0.10239543604931067,0.1414607194474441,0.3739560217493476,0.3929888303962613,0.16533560197664054,0.12813764780440684,0.3155062099947318,0.13299089961564325
10,0.0736848281751149,0.5973745661781903,0.3011835318199424,0.127248385694683,0.1771404470771838,0.10898681518085929,0.012105052631907864,0.11622957498075903,0.14237274343087336,0.146981191839071,0.37338709637016254,0.5011931340940554
11,0.26977968981552625,0.2048846489883086,0.28143911533523613,0.5770976774921405,0.0005196020576764271,0.09280590009489387,0.40135205664478546,0.2538751892182778,0.023996290151514166,0.3931145811426907,0.06832874534603983,0.07798413035707619
12,0.4684483486299441,0.19837849316091072,0.28424939783316483,0.1490454709577751,0.1815088975089829,0.04852937007516167,0.1855378561658313,0.23873579164273107,0.11593291720863486,0.18503731498606812,0.4343419975360311,0.019218310520168647
13,0.2500755259876766,0.06693577437821052,0.13539772973554098,0.4316351235197575,0.2646984363842855,0.15987764756927458,0.09420673872911534,0.23117426851995815,0.4818889698070581,0.5070181082926966,0.0816777776287887,0.19485075520972184
14,0.05248358754333615,0.12607897362383558,0.06563391814815422,0.002112325379838076,0.004363051295442677,0.16780348266616918,0.6151982977934222,0.028637509200703737,0.06852128493238485,0.49819673063310765,0.0253198494803335,0.13161572948833378
15,0.4872159452735888,0.176113763161734,0.21439412953390258,0.2214550577988692,0.25053684790918274,0.2511468110700166,0.4234065587035324,0.33541320740867253,0.107506167909028,0.33060712429947336,0.08105646110471953,0.1680649545090518
16,0.349844965579031,0.20341478623682085,0.24172026734580876,0.18056144455006717,0.14716056472797456,0.2646559248867446,0.27842818582934126,0.21511595904550052,0.2560430366633537,0.19887551916411528,0.5158527732307768,0.32497332464210227
17,0.12359211950547688,0.08625159586245734,0.4684448972356574,0.005896533114171931,0.009468197942361756,0.5318569906454828,0.4193962572337173,0.14033027851644042,0.2664641933217271,0.283917708583483,0.14985000795155412,0.20209090704233978
18,0.003695720904447808,0.21579168051738862,0.26872444893774117,0.00817138933535011,0.03465879440695441,0.6142532047318241,0.5604830210312649,0.0007311409794433787,0.048324987781395046,0.14543936162331061,0.17449590591764363,0.17313315895316694
19,0.16424012738996652,0.026477342958667327,0.28217681935460404,0.19336419895864776,0.12872460392277307,0.3156728107043987,0.2670747207970632,0.28892993458296934,0.4517732930633326,0.04149772086353243,0.22315844081929526,0.3459454355652398
20,0.04962207025131948,0.38244209774462934,0.04200116081777594,0.2713692748052928,0.21983237735720806,0.45777605906094476,0.004046818679745545,0.2968456858996211,0.368850058602747,0.2252344583437763,0.10965334243528413,0.17690584305386658
21,0.02705178862612989,0.48822147289706486,0.496929999472707,0.3497128841503304,0.14316745081660087,0.18222148947376027,0.023285368325738243,0.2108195891282426,0.3444269522170845,0.07632128463720855,0.041193435874449236,0.19140737613904601
22,0.4456659395629091,0.16238316129872143,0.4341496943891672,0.1703990396211803,0.2967250006100812,0.07391773311984373,0.27478565163316815,0.012304822575485708,0.02177733124810588,0.3365732262422768,0.06745714583447071,0.3584043954081002
23,0.1931287658760179,0.25088134547804875,0.15682498410307222,0.24768227861190106,0.06836939208306925,0.35375724114324414,0.4590223353185586,0.09653647848477664,0.12654539707606027,0.028877455506844618,0.23825597237932106,0.5118957807921934
24,0.43671687922597247,0.5822026637060508,0.010594623357390032,0.2648404102624815,0.014254194274731402,0.08533524759363698,0.07915480323107216,0.09996168779112358,0.20221604921309355,0.2934735729151202,0.23309908366190335,0.09553514556425147
25,0.22009820064885122,0.18716891937031677,0.3468897666681108,0.03339574948424029,0.025177215166163114,0.26978102774433976,0.23264967782216273,0.13483988379928846,0.06555324852286526,0.45991463248839837,0.34377169351495207,0.013133532668567094
26,0.17085322572032036,0.4847040776052648,0.42697532851806896,0.20558365905705245,0.010000133030229064,0.16220963931332877,0.0942023107616915,0.33975542395772096,0.18492494930395698,0.10638086085070131,0.5323920015016672,0.00952075598685942
27,0.19175415551053665,0.03774995821250715,0.23599371951170278,0.16392326976441507,0.13852136764741307,0.40335269131879903,0.3872017780114698,0.09073921178103506,0.22268268953014092,0.03821678591410416,0.05544978635470044,0.45739941869196354
28,0.4194628584390703,0.3754430032773064,0.03637060330143005,0.06901078786202242,0.201711620565738,0.21912893250046017,0.009662404058902618,0.2934357615703044,0.06525642668216203,0.1627739663559371,0.09536043197424082,0.155758393275225
29,0.2635274064564992,0.0029646653664264777,0.6497624832467572,0.02576472392056217,0.208513764539213,0.1833118866219059,0.054638609371987945,0.030890218769670685,0.24720215412547897,0.11105649014509222,0.32437523346581354,0.4487157399563312
30,0.3715686709300343,0.2953439555328726,0.011529991109690663,0.059498008726052154,0.16353715287401793,0.49206979993247635,0.23288314372678864,0.04455932204930235,0.34480049321199635,0.3815923636420525,0.10104289900907659,0.3550207232092826
31,0.26533175466435643,0.1960808666097501,0.2122222866973149,0.417350486005866,0.37928313397738855,0.19214067070485175,0.1987345536923204,0.29819686473601603,0.4938053222362766,0.21831130483178052,0.14406643827874688,0.20596899842573047
32,0.2143772843084375,0.08743374250353708,0.20992619060454276,0.383134349610607,0.033503094159816116,0.16926662675990045,0.2073503066693464,0.2017631015404513,0.17793309549449066,0.0428248225984631,0.2773985979960504,0.40365629355171617
33,0.24729416543667104,0.27285464974362994,0.24365332345232393,0.29984362032223066,0.14713605549565445,0.03706998809965267,0.3580533361964341,0.11308648840339253,0.7079978476784934,0.027418855583124735,0.03265160963691893,0.19876174746781305
34,0.27977109639829945,0.1525639694476676,0.47356406614912994,0.1942974587884303,0.18040001786134474,0.2162451203767083,0.08697161372848128,0.1773026573490799,0.5053497239771435,0.3727076507156005,0.014210946197153462,0.1627971727259908
35,0.2792867196554534,0.1276382331358008,0.20875589785841597,0.12779935336470505,0.3149674491255092,0.43258974364337166,0.12925620265431692,0.35055295608550885,0.2069030473045692,0.48658358569829097,0.03897252811599927,0.22391038420303966
36,0.021985507790393655,0.3642677019767081,0.16073214595552843,0.1614690339288819,0.12153874424880717,0.2048190278658526,0.17523691844639477,0.2757118361279589,0.13635329612214986,0.04699934805024608,0.5051620802695388,0.03545832805848248
37,0.3371850019301792,0.30620668034331955,0.20326228949632108,0.37109450554917567,0.21569954667305702,0.037811938634148334,0.01769943679437347,0.04518811912327958,0.05210422763149358,0.21173103182152886,0.2272007838880432,0.17155364874262258
38,0.2792189573235896,0.1291524092366656,0.15928902079584661,0.12145790989700822,0.05276743251787086,0.17870971249815293,0.2544979632137475,0.4234449349663256,0.13359887252399816,0.04231115378718553,0.6398518707358037,0.25651899135354617
39,0.018568019582430484,0.44044653646477416,0.07032727583435316,0.16985441446428784,0.2951834481944353,0.35052327373253034,0.009707984531041935,0.04576005211192247,0.023401474023089786,0.28274793431175416,0.010706449614255598,0.28858176053808315
40,0.0076621651679857905,0.40362245311078504,0.2505207617692935,0.1636462077366676,0.2620217807241707,0.08768429622289675,0.23726452094561812,0.23589805684814968,0.14366382111032017,0.40415624798527383,0.09209288820750328,0.25254830683479
41,0.526128517258006,0.2997042824268785,0.011639739286807727,0.23881548547246978,0.22641925465313673,0.30366130888420284,0.18122894512461385,0.07321954296075739,0.348326539241941,0.0928636606497576,0.17799552917852202,0.3790667098563384
42,0.017193567441724622,0.14984461783528424,0.6372145384411373,0.23181030865257357,0.03282097852052046,0.021840828029949466,0.13362153298199653,0.11956760451863913,0.3086741088396634,0.09621587940028731,0.11882481452368687,0.024718251055402374
43,0.2362788799517036,0.39581537143523393,0.18311410438976805,0.01460799291410253,0.18884495302579762,0.365753087518365,0.3142918131169946,0.373801651191932,0.16684899931966757,0.39043829124510043,0.19626333361595805,0.3035999976720466
44,0.589071217617622,0.05542183361595843,0.2167862956562544,0.3354596414937989,0.11074479023310513,0.23101264458273185,0.12326181571253203,0.055517285748608924,0.45727719909741626,0.14344858425211282,0.09200328923526291,0.33569186358836733
45,0.2007151037835866,0.2160630629417698,0.21579561708270745,0.15311479595514588,0.16181025925928139,0.11540335010397273,0.23041467536053006,0.279005418286857,0.13728268626354978,0.00666622179485421,0.14577812728151895,0.49888212578893576
46,0.3130397327640404,0.38891369766535777,0.23508528007321794,0.44425804303709715,0.2729399235382476,0.07378183605100475,0.09215074398838519,0.07706279646475711,0.12431935553428464,0.16745530797116182,0.4614494911693189,0.03904842730752711
47,0.19767016630998657,0.14705498817652385,0.008725638621834064,0.4708050680903204,0.4792072369409317,0.43789312420041404,0.035811086223212496,0.19435783524067896,0.3173394781450324,0.15634408723168247,0.3273319157150044,0.09442608938681984
48,0.3132766725630408,0.07323163020917023,0.12076047576464188,0.07578486735688816,0.1743478716134269,0.13032645885133742,0.3658693760802234,0.2643018273838974,0.040641845171932256,0.03265668559569035,0.6568432329443723,0.3032176401403056
49,0.13108569796533365,0.4760122333048208,0.22328336265970927,0.13235243091579718,0.016114146569375487,0.019907044465743873,0.13188858308808526,0.20508421982662828,0.06744558656145827,0.20615247089768263,0.16264962368249192,0.64792153511663
