d1,d2,d3,d4,d5,d6,d7,d8,d9
-0.5078736300180711,0.3317182351183754,0.03461703440457753,-0.1518220231283014,0.10937561732283796,-0.4258969601607405,0.41314941254595783,-0.17028626133287195,-0.2789088790282155
-0.45669446478770825,-0.08911170109994604,-0.19657292924080272,-0.503173069834058,0.011732767650616704,-0.37923834804037715,-0.25393027223850506,0.049940884508528516,0.501190045857975
-0.2709107480064268,0.002126345669504204,-0.24722168961129753,-0.2701763279575238,-0.4781910012378805,-0.008059409253060812,0.3634798901387224,-0.44531945738951295,0.04875962215443996
-0.02717910222266906,-0.10326164220400535,0.13569200295501505,0.2423384947341094,-0.003640868474113157,0.7335770865181912,0.2554695123905688,-0.1971441013889601,-0.16661648618257807
0.28772807344519347,0.003546261399890449,0.6230369412437664,-0.047832028063536036,0.0463119799841516,-0.4989588271656429,0.2100860336209447,-0.3941903826603299,0.15456802908596412
0.2822486531751489,0.24084220928174194,0.06685587900931655,0.5154942508548261,-0.2610148729575361,-0.04952332271899684,-0.19710088616062027,-0.5815790177561451,-0.3562220750002314
-0.19114182929596701,-0.24466342562285104,-0.02872352783543497,-0.4774107708446784,-0.279332815397189,0.18193134362976582,-0.5509522670137963,-0.07606410564257815,0.14984530255843187
-0.02342928692199342,0.05812150902586932,-0.4668796390887777,-0.5039918802994849,-0.023230555500348027,0.0014609220540398038,-0.4214360530096626,0.16462586696853987,0.5415827097063279
-0.094386164521985,0.4029841264722891,0.4451703209520872,-0.16328793761588822,0.05337776735825894,-0.06869656375682154,0.5311919901518576,-0.011179119403857518,0.3560699622521837
0.16136120290367884,0.5421900531791637,-0.32496246199811085,0.2136411812792378,-0.3529125755058429,-0.3787310349877726,-0.33509277276504656,0.29719323783960716,0.23584491166637256
0.045967867683833985,0.09969634659926441,-0.1277713170056014,0.2086928956530345,0.25817489053861764,-0.18704618221075697,0.05652739192170353,-0.30586173403397465,-0.5653181834534073
0.3747737517449701,0.41089217658719224,-0.04735934123642305,-0.31413908900119636,0.4929371907840878,-0.06736124152894818,0.25151942528357996,0.32865808341466707,0.11511663177025189
-0.5569707915776856,0.19224227701049013,-0.046418989839753566,-0.37316394527157914,0.23789433060110898,-0.027611907794117485,0.17617553673435937,-0.07549490167845807,0.014701911897079034
0.06981854794356157,0.3953159833686346,-0.6271426134145821,0.12816340380501745,0.04048921033822439,0.31956641554507614,0.4136344581636393,-0.11489034081579508,0.191019729815326
-0.18820827108679872,-0.5216499687774308,0.3611248754430352,0.1411642074238857,0.3101156302174535,-0.24993795502391114,0.2479851077938502,-0.18909265098588235,0.07845063927235452
0.013313259574586622,-0.29336853556906495,0.2262892366427034,-0.13296010634546618,-0.34485404777573003,-0.1382318018598554,0.46724185813888064,-0.10200588335684957,0.5119384743975
0.3601780369244383,0.17602602178607896,-0.17483772776356576,-0.1669621165926125,0.1570565706464957,0.4197078772652225,0.11214753440989278,-0.6684545753731941,0.06154164206215906
0.04180178159198378,0.05792689646547711,0.376085558856901,-0.09314546754252961,0.4753901957849269,-0.1994089655046014,0.4824850720972511,-0.3322327533709759,0.17415589973871604
0.05038994762880722,0.5884924765323845,-0.12797327609667275,-0.16738934371392533,-0.3687871625500334,-0.1365837176716176,0.021595018979763125,-0.5162273662470067,0.14407029308454566
0.058457099464146234,0.042747581131382884,0.15447080187148132,0.020284953550691043,0.3763935077980278,0.5824613974168684,-0.2519030567256886,0.282557320984554,-0.41612139009396554
-0.4733910940737496,-0.5054196586606099,0.5286468853543587,-0.1875234342448322,0.08918504344570377,-0.16126972477069224,-0.19097607904258163,0.3143010096538881,0.10227627743904488
-0.5803991444197971,-0.028618050273957696,-0.19695832115975742,0.2169034386987736,-0.45367089281792317,0.013499261557311293,0.32239241586518586,0.16810741685920982,0.4401796596532106
0.21106394163826492,0.31627974234447964,0.032415759549205614,-0.3791361386106,-0.46950931998400947,-0.19277989270899987,-0.3389714647980049,-0.06858705544471344,0.501728156132826
0.03895549976153134,0.24628031676940543,-0.4738907788757769,0.333293715418687,0.1821301809206124,0.18056750733059523,-0.040753203765030444,0.18589042165917902,0.5027239807934125
0.25637752254094925,0.3254840173692011,-0.502267972872116,0.2741682338720275,-0.19110668019608035,0.20710422533209494,0.0078323789990844,-0.17970180025362126,-0.45901238667055355
-0.2798997630322444,-0.18883208240086602,0.0379818783377317,0.49591111312582736,0.07581048359773068,-0.06712577477509618,-0.2980273292675846,-0.19129559503073224,-0.09489589774856011
-0.572564914695538,-0.21132035437376295,0.0920107489903963,-0.5904672433683427,-0.25352321695787605,-0.14980865225408246,0.030941599882555293,-0.12842973780618516,0.13148005522149653
0.32600494313246453,0.27669113221571817,-0.023692262149799692,-0.018808520371420112,-0.8050296009585365,0.3052697841913292,-0.167897388705728,0.14352165960303176,-0.12333290352675763
0.21312835763893911,-0.06730329765570775,-0.06429242087565501,0.46729090719341904,0.06552895909309386,0.6737069535495166,-0.11276698915796257,0.21997619821020287,-0.40354738182803196
-0.3079744860661675,-0.044028626956472694,-0.2235647611210796,0.10084165085090291,-0.5808508481590979,-0.2982994094000837,-0.5316741980112245,-0.15795883399704325,-0.23862191145592115
-0.36846833518071764,0.5431708957990504,0.014833807783054542,-0.30435222747395274,-0.19642475511787416,0.44958389707057145,-0.12465315098989826,-0.006524986974822289,-0.32818685897904465
-0.6017313386275069,-0.12914559420370386,-0.04721153207463602,-0.08849745253847052,-0.003315646737602096,0.125282012778684,0.29587173612811246,-0.2407430448078831,0.013927842103269805
-0.23835370015620416,-0.029653005842157576,-0.16265768145824255,0.2472047352370037,0.7580525592546998,-0.21092667000985865,-0.14729370507792594,0.3322911684367724,-0.1855397742157645
-0.4176293355568135,0.005614714819994537,-0.28499396701792556,0.13405151142601834,0.23706959994563226,-0.09397964664000402,0.33871054350097873,-0.19772470102384165,0.6899911225346211
0.06616761431666407,0.21753673940528206,-0.22509711425985124,-0.5523050515146031,-0.35647127344559504,-0.03089181193209556,-0.08412936868317589,-0.06992210243870467,-0.5329802533551136
0.6531119071844274,0.024436145181515823,0.1862953248137611,-0.19873147229517985,-0.19436016267003442,0.28662131127581936,0.34276400579225896,0.32655218745458403,-0.1801644567851275
0.020228071256256364,0.06148727015489386,0.5260447749237891,0.03814431824899023,0.04115462593753705,0.15493647051649773,0.17946418908881734,0.2791732661028308,0.4595577349953477
-0.06389206589993868,0.0981658825725753,0.2460356505313328,-0.4002067051350444,0.5879768518357531,0.19097207982813114,0.41362521774796535,0.21531122487266452,-0.30371194921213496
0.47963051654134725,-0.14401754075724615,0.09918528962836137,0.38266108362808415,0.05741372674169454,0.41287313514845514,-0.282681074580061,0.18468904895372718,-0.23198593215776997
0.1166833128176965,0.437781020772509,-0.45708304892546603,0.1394764093466827,-0.06867565393156227,-0.43571856764419703,0.1908875627903881,0.26055766009358483,-0.31302423034923343
0.11327295049235242,0.3439144357519732,-0.3652404471431647,0.38232953424973215,-0.6483839684411534,-0.2574789159149742,-0.15232641703882366,0.013406345021314436,-0.08989949460666247
0.3970014977686367,0.3816595734502868,-0.3541382671204383,0.15784981741918047,0.25795413447693893,0.11131943512317943,-0.2791215468195496,0.07596531613060797,-0.6115928832552726
-0.5237290343343299,0.10837612643497452,0.18305226208614855,-0.19052356899755063,-0.37358124972858664,0.4056540418872818,0.3507553935182113,-0.11198165470456867,-0.310907531104911
0.16631161090877034,0.0939672137707721,-0.48843513008832606,0.44651707074476943,-0.25277976961407234,0.0802251571404562,0.2079947711747978,-0.3272900214824306,-0.002329874507391194
-0.010692763306943354,0.1355454326959329,-0.5025648778393916,-0.3899608165765591,-0.6432428426317041,0.15116979864896285,0.17052154477728143,-0.03169786911857542,0.03456380734646203
0.011950490034331462,-0.04672304567283203,0.2501735701902974,-0.5350653442774278,0.5613778211302158,-0.5246913933657245,0.016444329205284713,0.19476161139916903,-0.10240700554068294
0.42924737481854214,0.11127694962047063,0.4827460938424104,-0.030726060591473203,-0.4507347800910617,-0.45115361950726274,-0.15187632304482634,-0.29196086051235937,-0.16711529274280457
-0.526371946700209,-0.023656255944249915,-0.02210578519987716,-0.026659230890829777,0.34676590294442633,-0.058594041684836284,0.1355071053465744,-0.4120665195075375,0.1465016417178442
0.04659025359230129,0.25197024736093065,0.2905628818577741,-0.10823693533404333,-0.28589952948190867,-0.07033622672552609,-0.25793353803521235,-0.4229836087549921,0.041386573424662565
0.231147831173103,-0.02443236874999788,-0.10672368359806117,-0.09710913806919153,-0.04349624896882598,0.300127793011834,-0.13444600418107622,0.734358016093164,-0.007851508616947722
-0.08136640813734908,-0.17339072237818876,0.4448110716158453,0.1472054371179552,-0.2085876881210531,0.21799630789118218,0.1896116425452914,-0.5024924513777684,-0.04051008232315678
0.5113073863460762,-0.14919967662447453,-0.08563552661048779,-0.3976108977708539,-0.30108866183691396,0.18948619340888606,0.012849363416963966,-0.42254952110008914,-0.17920656634288057
